Expt date,Fish,Expt type,Ephys,save_dir
20210807,fish01,dbh-cochr,/nrs/ahrens/jing/statemod/neuromod/gal4-dbh_uas-cochr/elavl3-jrgeco/20210807/fish01/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish01_exp02_20210807_232644/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data//20210807/fish01/8dpf_gal4-dbh-uas-cochr_elavl3-jrgeco_stim-probe-1-11-21_fish01_exp02_20210807_232644/
20210812,fish00,gfap-cochr,/nrs/ahrens/jing/statemod/neuromod/gfap-gal4_uas-cochr/elavl3-jrgeco/20210812/fish00/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210812/fish00/6dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp03_20210812_190929/
20210813,fish00,gfap-cochr,/nrs/ahrens/jing/statemod/neuromod/gfap-gal4_uas-cochr/elavl3-jrgeco/20210813/fish00/7dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp02_20210813_181542/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210813/fish00/7dpf_gfap-gal4-uas-cochr_elavl3-rgeco_stim-probe_fish00_exp02_20210813_181542/
20211209,fish01,NG_vs_NGGU,/nrs/ahrens/jing/statemod/statedep/elavl3-GC/NG_vs_NGGU/20211209/fish01/6dpf_elavl3-GC8F-gfap-jrgeco_NGGU-vs-NGtrunc11_fish01_exp04_20211209_235249/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20211209/fish01/6dpf_elavl3-GC8F-gfap-jrgeco_NGGU-vs-NGtrunc11_fish01_exp04_20211209_235249/
20210731,fish00,MG_vs_NGGU,/nrs/ahrens/jing/statemod/statedep/elavl3-GC_gfap-jRG/MG_vs_NGGU/20210731/fish00/7dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU_fish00_exp03_20210731_182758/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210731/fish00/7dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU_fish00_exp03_20210731_182758/
20210723,fish02,MG_vs_NGGU,/nrs/ahrens/jing/statemod/statedep/elavl3-GC_gfap-jRG/MG_vs_NGGU/20210723/fish02/7dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU-15sectrunc_fish02_exp05_20210723_232205/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210723/fish02/7dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU-15sectrunc_fish02_exp05_20210723_232205/
20211210,fish00,NG_vs_NGGU,/nrs/ahrens/jing/statemod/statedep/elavl3-GC/NG_vs_NGGU/20211210/fish00/7dpf_elavl3-GC8F-gfap-jrgeco_NGGU-vs-NGtrunc6_fish00_exp06_20211210_190857,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20211210/fish00/7dpf_elavl3-GC8F-gfap-jrgeco_NGGU-vs-NGtrunc6_fish00_exp06_20211210_190857/
20211217,fish01,NG_vs_NGGU,/nrs/ahrens/jing/statemod/statedep/elavl3-GC/NG_vs_NGGU/20211217/fish01/7dpf_elavl3-GC8F-gfap-jrgeco_NGtrunc7-vs-NGGU_fish01_exp03_20211218_000137/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20211217/fish01/7dpf_elavl3-GC8F-gfap-jrgeco_NGtrunc7-vs-NGGU_fish01_exp03_20211218_000137/
20211007,fish00,MG_vs_NGGU-trunc_fmg,/nrs/ahrens/jing/statemod/statedep/elavl3-GC/MG_vs_NG/20211007/fish00/5dpf_elavl3-gc8f-gfap-jregeco_MG-vs_NGGU-trunc65_fish00_exp07_20211007_215308/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20211007/fish00/5dpf_elavl3-gc8f-gfap-jregeco_MG-vs_NGGU-trunc65_fish00_exp07_20211007_215308/
20210724,fish00,MG_vs_NGGU_fmg,/nrs/ahrens/jing/statemod/statedep/elavl3-GC/MG_vs_NG/20210724/fish00/6dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU-trunc_fish00_exp05_20210724_212408/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210724/fish00/6dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU-trunc_fish00_exp05_20210724_212408/
20210730,fish00,MG_vs_NGGU_fmg,/nrs/ahrens/jing/statemod/statedep/elavl3-GC/MGGU_vs_NGGU/20210730/fish00/7dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU-trunc10_fish00_exp02_20210730_181533/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210730/fish00/7dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU-trunc10_fish00_exp02_20210730_181533/
20210729,fish01,MG_vs_NGGU_fmg,/nrs/ahrens/jing/statemod/statedep/elavl3-GC_gfap-jRG/NG_vs_MGGU/20210729/fish01/6dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU_fish01_exp03_20210729_211147/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20210729/fish01/6dpf_HuC-GCaMP8F-gfap-jrgeco_MG-vs-NGGU_fish01_exp03_20210729_211147/
20211008,fish01,MG_vs_NGGU-trunc_fmg,/nrs/ahrens/jing/statemod/statedep/elavl3-GC_gfap-jRG/MG_vs_NGGU/20211008/fish01/6dpf_elavl3-gc8f-gfap-jregeco_MG-vs-NGGU-trunc35_fish01_exp03_20211009_004814/ephys,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20211008/fish01/6dpf_elavl3-gc8f-gfap-jregeco_MG-vs-NGGU-trunc35_fish01_exp03_20211009_004814/
