dat_dir,save_dir,taskType,high_res,im_volseg,rr,rl,Note
/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-jRGECO1b/20240616/fish02/7dpf_gfap-pmca2-elavl3-jgcamp8f_HG-vs-NG-fmg_exp04_fish02_20240616_185222/,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20240616/fish02/7dpf_gfap-pmca2-elavl3-jgcamp8f_HG-vs-NG-fmg_exp04_fish02_20240616_185222/,HG_vs_NGGU,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-jRGECO1b/20240616/fish02/7dpf_gfap-pmca2-elavl3-jgcamp8f_ref-stack_exp03_fish02_20240616_184720/processed/,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-jRGECO1b/20240616/fish02/7dpf_gfap-pmca2-elavl3-jgcamp8f_HG-vs-NG-fmg_exp04_fish02_20240616_185222/im_CM0_voluseg/,0.8306133738025800,0.8293001801295360,
/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240527/fish01/7dpf_gfap-pmca2-elavl3-jgcamp8f_HG-vs-NG_fmg_exp03_fish01_20240527_191507/,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20240527/fish01/7dpf_gfap-pmca2-elavl3-jgcamp8f_HG-vs-NG_fmg_exp03_fish01_20240527_191507/,HG_vs_NGGU,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240527/fish01/7dpf_gfap-pmca2-elavl3-jgcamp8f_ref-stack_exp01_fish01_20240527_190505/processed/,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240527/fish01/7dpf_gfap-pmca2-elavl3-jgcamp8f_HG-vs-NG_fmg_exp03_fish01_20240527_191507/im_CM0_voluseg/,0.012867546949269000,0.687291593068156,
/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240726/fish01/6dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp06_fish01_20240726_215309/,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20240726/fish01/6dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp06_fish01_20240726_215309/,HG_vs_NGGU,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240726/fish01/6dpf_her41-pmca2-elavl3-gcamp8f_ref-stack_exp02_fish01_20240726_201855/processed/,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240726/fish01/6dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp06_fish01_20240726_215309/im_CM0_voluseg/,0.860318743722481,0.7703253463681920,
/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240727/fish01/7dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp03_fish01_20240727_233108/,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20240727/fish01/7dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp03_fish01_20240727_233108/,HG_vs_NGGU,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240727/fish01/7dpf_her41-pmca2-elavl3-gcamp8f_ref-stack_exp02_fish01_20240727_232655/processed/,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240727/fish01/7dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp03_fish01_20240727_233108/im_CM0_voluseg/,0.772318439622697,0.7553192910589080,
/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240809/fish01/8dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp04_fish01_20240809_232544/,/nrs/ahrens/Ziqiang/Jing_Glia_project/Processed_data/20240809/fish01/8dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp04_fish01_20240809_232544/,HG_vs_NGGU,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240809/fish01/8dpf_her41-pmca2-elavl3-gcamp8f_ref-stack_exp03_fish01_20240809_232202/processed/,/nearline/ahrens/limj2/nrs_store/state_modulation/neuromod/her41-PMCA2/elavl3-gcamp/20240809/fish01/8dpf_her41-pmca2-elavl3-gcamp8f_HG-vs-NG-fmg_exp04_fish01_20240809_232544/im_CM0_voluseg/,0.4336926814766790,0.5301331108232890,
